[ro.boot.ap_serial]: [0x00000432EF092329]
[ro.boot.vbmeta.public_key_digest]: [da344af3652d283e9baa90dd90ae4d95a6680565ca5866d7bdfbd99bebb71610]
[ro.boot.vbmeta.size]: [17792]
[ro.boot.verifiedbootstate]: [green]
[ro.boot.veritymode]: [enforcing]
[ro.boot.warranty_bit]: [0]
[ro.boot.wb.hs]: [E03]
[ro.boot.wb.snapQB]: [CUSTOM]
[ro.boot.wc.param.offset]: [9437228]
[ro.boot.windowcolor.param.offset]: [9445496]
[ro.bootimage.build.date]: [Thu Feb  6 13:18:54 KST 2025]
[ro.bootimage.build.date.utc]: [1738815534]
[ro.bootimage.build.fingerprint]: [samsung/b0qxxx/b0q:12/SP1A.210812.016/S908EXXSCEYB1:user/release-keys]
[ro.bootimage.build.id]: [SP1A.210812.016]
[ro.bootimage.build.tags]: [release-keys]
[ro.bootimage.build.type]: [user]
[ro.bootimage.build.version.incremental]: [S908EXXSCEYB1]
[ro.bootimage.build.version.release]: [12]
[ro.bootimage.build.version.release_or_codename]: [12]
[ro.bootimage.build.version.sdk]: [31]
[ro.bootloader]: [S908EXXSCEYB1]
[ro.bootmode]: [unknown]
[ro.boottime.adb_root]: [9735506975]
[ro.boottime.adbd]: [9035082704]
[ro.boottime.apexd]: [7123222444]
[ro.boottime.apexd-bootstrap]: [1576762290]
[ro.boottime.apexd-snapshotde]: [7490506194]
[ro.boottime.argos-daemon]: [23326746968]
[ro.boottime.art_boot]: [7360046402]
[ro.boottime.artd]: [2615811860771]
[ro.boottime.audioserver]: [9221573277]
[ro.boottime.bootanim]: [9379715152]
[ro.boottime.boringssl_self_test32]: [5147063174]
[ro.boottime.boringssl_self_test32_vendor]: [1965925050]
[ro.boottime.boringssl_self_test64]: [5154977601]
[ro.boottime.boringssl_self_test64_vendor]: [2014943227]
[ro.boottime.boringssl_self_test_apex32]: [9060876506]
[ro.boottime.boringssl_self_test_apex64]: [9087123173]
[ro.boottime.bpfloader]: [7988498225]
[ro.boottime.cameraserver]: [9703317131]
[ro.boottime.cass]: [7937576819]
[ro.boottime.credstore]: [8759435360]
[ro.boottime.derive_classpath]: [7338852444]
[ro.boottime.derive_sdk]: [7288322653]
[ro.boottime.display-color-hal-1-0]: [8539335100]
[ro.boottime.dmesgd]: [23372868531]
[ro.boottime.drk_hal]: [8650676298]
[ro.boottime.drm]: [9101865985]
[ro.boottime.early_system_aconfigd_platform_init]: [1936404009]
[ro.boottime.eid-1-0]: [8588126923]
[ro.boottime.emservice]: [7938749111]
[ro.boottime.engmode_hal]: [6859874944]
[ro.boottime.factory_ssc]: [8754812027]
[ro.boottime.fps_hal.oplus.compat]: [9839288067]
[ro.boottime.fps_hal.oppo.compat]: [9847956921]
[ro.boottime.gatekeeperd]: [9863986088]
[ro.boottime.gnss_service]: [8478194319]
[ro.boottime.gpu]: [8772488277]
[ro.boottime.hdcp_hal]: [6864280205]
[ro.boottime.hdm_status_sh]: [9694153693]
[ro.boottime.health-hal-2-1-samsung]: [8480322912]
[ro.boottime.hermesd]: [8512429162]
[ro.boottime.hidl_memory]: [8448221558]
[ro.boottime.hwservicemanager]: [3481783331]
[ro.boottime.idmap2d]: [9705527704]
[ro.boottime.incidentd]: [9710910464]
[ro.boottime.init]: [247994947]
[ro.boottime.init.cold_boot_wait]: [715]
[ro.boottime.init.first_stage]: [353918333]
[ro.boottime.init.fsck.cache]: [14]
[ro.boottime.init.fsck.data]: [88]
[ro.boottime.init.fsck.efs]: [7]
[ro.boottime.init.fsck.persist]: [7]
[ro.boottime.init.modules]: [270]
[ro.boottime.init.mount.cache]: [1]
[ro.boottime.init.mount.data]: [93]
[ro.boottime.init.mount.dsp]: [1]
[ro.boottime.init.mount.efs]: [0]
[ro.boottime.init.mount.firmware-modem]: [0]
[ro.boottime.init.mount.firmware_mnt]: [0]
[ro.boottime.init.mount.persist]: [1]
[ro.boottime.init.mount.vm-system]: [0]
[ro.boottime.init.mount_all.early]: [50]
[ro.boottime.init.mount_all.late]: [197]
[ro.boottime.init.selinux]: [879139583]
[ro.boottime.installd]: [9715679318]
[ro.boottime.irsc_util]: [8722385517]
[ro.boottime.irsc_util_oem]: [8799707339]
[ro.boottime.kernel-boot]: [22777611760]
[ro.boottime.kernel-post-boot]: [22785458635]
[ro.boottime.keystore2]: [6852675361]
[ro.boottime.lmkd]: [3478630206]
[ro.boottime.loc_launcher]: [9876092338]
[ro.boottime.logd]: [3476522810]
[ro.boottime.logd-auditctl]: [23209647385]
[ro.boottime.logd-reinit]: [7120928173]
[ro.boottime.macloader]: [7982437809]
[ro.boottime.mainline_aconfigd_init]: [7231878017]
[ro.boottime.mainline_aconfigd_socket_service]: [7286846507]
[ro.boottime.media]: [9728081610]
[ro.boottime.media.swcodec]: [9811749734]
[ro.boottime.mediaextractor]: [9720449683]
[ro.boottime.mediametrics]: [9722929422]
[ro.boottime.misctrl]: [8780179944]
[ro.boottime.netd]: [8231288381]
[ro.boottime.network_config]: [7953947600]
[ro.boottime.nqnfcinfo]: [9824372859]
[ro.boottime.odsign]: [7368635257]
[ro.boottime.perf-hal-2-3]: [8593073590]
[ro.boottime.phh_evgrab]: [23198869104]
[ro.boottime.phh_on_boot]: [23277042229]
[ro.boottime.phhoplus-alert-slider]: [9731042079]
[ro.boottime.power_mode_monitor]: [23279016396]
[ro.boottime.prng_seeder]: [1963526925]
[ro.boottime.proca]: [7066096142]
[ro.boottime.qcom-c_core-sh]: [8699503589]
[ro.boottime.qcom-c_main-sh]: [9698694735]
[ro.boottime.qcom-post-boot]: [22775195719]
[ro.boottime.qcom-sh]: [9832087390]
[ro.boottime.qcomsysd]: [9696498433]
[ro.boottime.qseecom-service]: [5162712237]
[ro.boottime.qti-media]: [6846205778]
[ro.boottime.qti_display_boot]: [7949523590]
[ro.boottime.ril-daemon]: [9792288067]
[ro.boottime.samsung-software-media-c2-hal-1-0]: [8536097496]
[ro.boottime.sec-biometrics-face-aidl]: [8508906090]
[ro.boottime.sec-camera-provider-4-0]: [8632100256]
[ro.boottime.sec-miscpower-2-0]: [8644384996]
[ro.boottime.sec-sysinput-1-3]: [8657489215]
[ro.boottime.sec-thermal-1-0]: [8660292600]
[ro.boottime.sec-vibrator-aidl]: [8683780100]
[ro.boottime.servicemanager]: [3480419998]
[ro.boottime.sim_config]: [5237401664]
[ro.boottime.snap_utility_64]: [23345329468]
[ro.boottime.snaplite_utility_64]: [23357930406]
[ro.boottime.statsd]: [8233020569]
[ro.boottime.storaged]: [9732729735]
[ro.boottime.surfaceflinger]: [8785205621]
[ro.boottime.system.bt-audio-hal]: [8443551767]
[ro.boottime.system_aconfigd_platform_init]: [5359644372]
[ro.boottime.system_aconfigd_socket_service]: [7230454788]
[ro.boottime.system_suspend]: [6851250986]
[ro.boottime.thermal-engine]: [9747602079]
[ro.boottime.time_daemon]: [9741815725]
[ro.boottime.tombstoned]: [7080433798]
[ro.boottime.traced]: [9125995048]
[ro.boottime.traced_probes]: [9120306506]
[ro.boottime.ueventd]: [1566751978]
[ro.boottime.usbd]: [9869120411]
[ro.boottime.uwb_hal_service]: [8674118017]
[ro.boottime.vaultkeeper]: [7067543382]
[ro.boottime.vaultkeeper_hal]: [7068677653]
[ro.boottime.vendor-qti-media-c2-hal-1-0]: [8616268537]
[ro.boottime.vendor-qti-media-c2audio-hal-1-0]: [8620467496]
[ro.boottime.vendor-samsung-hardware-media-converter-hal-1-0]: [8638549319]
[ro.boottime.vendor-sensor-sh]: [9888325307]
[ro.boottime.vendor.adsprpcd]: [9765482443]
[ro.boottime.vendor.agm-1-0]: [8543120412]
[ro.boottime.vendor.atfwd]: [9835820203]
[ro.boottime.vendor.atrace-hal-1-0]: [6854270465]
[ro.boottime.vendor.audio-hal]: [8452213329]
[ro.boottime.vendor.audioadsprpcd_audiopd]: [9776122599]
[ro.boottime.vendor.bluetooth-1-0]: [8455649631]
[ro.boottime.vendor.capabilityconfigstore]: [8553743902]
[ro.boottime.vendor.cdsprpcd]: [9783590411]
[ro.boottime.vendor.diag-router]: [8430135048]
[ro.boottime.vendor.drm-clearkey-hal-1-4]: [8462153485]
[ro.boottime.vendor.drm-widevine-hal-1-4]: [8470481402]
[ro.boottime.vendor.dspservice]: [8582411402]
[ro.boottime.vendor.fkeymaster-default]: [6860999580]
[ro.boottime.vendor.fps_hal]: [9878176140]
[ro.boottime.vendor.gatekeeper-1-0]: [8476100152]
[ro.boottime.vendor.ipacm]: [6849754684]
[ro.boottime.vendor.ipacm-diag]: [9749493641]
[ro.boottime.vendor.keymaster-sb-4-0]: [6855347392]
[ro.boottime.vendor.keymint-default]: [6857164215]
[ro.boottime.vendor.mdm_launcher]: [8748427079]
[ro.boottime.vendor.media.omx]: [9737292131]
[ro.boottime.vendor.modprobe]: [1920276405]
[ro.boottime.vendor.mutualex]: [9759297808]
[ro.boottime.vendor.nfc_hal_service]: [17274169367]
[ro.boottime.vendor.pd_mapper]: [8727570881]
[ro.boottime.vendor.per_mgr]: [8736492287]
[ro.boottime.vendor.per_proxy]: [9056101454]
[ro.boottime.vendor.qrtr-ns]: [8705581246]
[ro.boottime.vendor.qseecomd]: [5161124997]
[ro.boottime.vendor.qti.hardware.display.allocator]: [8559989006]
[ro.boottime.vendor.qti.hardware.display.composer]: [8568084683]
[ro.boottime.vendor.qti.hardware.display.demura]: [8573385569]
[ro.boottime.vendor.qti.hardware.memtrack]: [8528132756]
[ro.boottime.vendor.rmt_storage]: [8789421037]
[ro.boottime.vendor.samsung.hardware.hyper-default]: [8516179735]
[ro.boottime.vendor.samsung.hardware.light-default]: [8525162756]
[ro.boottime.vendor.samsung.power-default]: [8531213329]
[ro.boottime.vendor.sec_nvm]: [6848726246]
[ro.boottime.vendor.secure_element_hal_service]: [8485742287]
[ro.boottime.vendor.sensors]: [6865367444]
[ro.boottime.vendor.sensors-hal-2-1-multihal]: [8492313902]
[ro.boottime.vendor.servicetracker-1-2]: [8601858694]
[ro.boottime.vendor.shsusrd]: [9691414943]
[ro.boottime.vendor.spdaemon]: [6847688538]
[ro.boottime.vendor.ssgtzd]: [8428193902]
[ro.boottime.vendor.ssr_setup]: [9037063069]
[ro.boottime.vendor.tftp_server]: [8796370152]
[ro.boottime.vendor.trustedui-1-0]: [8608597027]
[ro.boottime.vendor.usb-hal-1-3]: [8498406923]
[ro.boottime.vendor.wifi_hal_ext]: [8690064683]
[ro.boottime.vendor.wifi_hal_legacy]: [8507138537]
[ro.boottime.virtualizationservice]: [2615772944677]
[ro.boottime.vndservicemanager]: [3483408591]
[ro.boottime.vold]: [5172624424]
[ro.boottime.watchdogd-gsi]: [6843081038]
[ro.boottime.wificond]: [9734379943]
[ro.boottime.wpa_supplicant]: [17851856450]
[ro.boottime.zygote]: [8234926610]
[ro.boottime.zygote_secondary]: [8237289006]
[ro.build.ab_update]: [false]
[ro.build.backported_fixes.alias_bitset.long_list]: [18]
[ro.build.characteristics]: [device]
[ro.build.date]: [Sun May 31 17:51:14 UTC 2026]
[ro.build.date.utc]: [1780249874]
[ro.build.description]: [lineage_gsi-user 16 BP4A.251205.006 eng.androi release-keys]
[ro.build.display.id]: [BP4A.251205.006 release-keys]
[ro.build.fingerprint]: [samsung/b0qxxx/b0q:12/SP1A.210812.016/S908EXXSCEYB1:user/release-keys]
[ro.build.flavor]: [lineage_gsi-user]
[ro.build.host]: [android-build]
[ro.build.id]: [BP4A.251205.006]
[ro.build.product]: [SM-S908E]
[ro.build.tags]: [release-keys]
[ro.build.type]: [user]
[ro.build.user]: [nobody]
[ro.build.version.all_codenames]: [REL]
[ro.build.version.base_os]: []
[ro.build.version.codename]: [REL]
[ro.build.version.incremental]: [1780249874]
[ro.build.version.known_codenames]: [Base,Base11,Cupcake,Donut,Eclair,Eclair01,EclairMr1,Froyo,Gingerbread,GingerbreadMr1,Honeycomb,HoneycombMr1,HoneycombMr2,IceCreamSandwich,IceCreamSandwichMr1,JellyBean,JellyBeanMr1,JellyBeanMr2,Kitkat,KitkatWatch,Lollipop,LollipopMr1,M,N,NMr1,O,OMr1,P,Q,R,S,Sv2,Tiramisu,UpsideDownCake,VanillaIceCream,Baklava]
[ro.build.version.min_supported_target_sdk]: [28]
[ro.build.version.preview_sdk]: [0]
[ro.build.version.preview_sdk_fingerprint]: [REL]
[ro.build.version.release]: [16]
[ro.build.version.release_or_codename]: [16]
[ro.build.version.release_or_preview_display]: [16]
[ro.build.version.sdk]: [36]
[ro.build.version.sdk_full]: [36.1]
[ro.build.version.security_patch]: [2026-05-01]
[ro.product.ab_ota_partitions]: [system]
[ro.product.board]: [taro]
[ro.product.bootimage.brand]: [samsung]
[ro.product.bootimage.device]: [b0q]
[ro.product.bootimage.manufacturer]: [samsung]
[ro.product.bootimage.model]: [SM-S908E]
[ro.product.bootimage.name]: [b0qxxx]
[ro.product.brand]: [samsung]
[ro.product.build.16k_page.enabled]: [false]
[ro.product.build.date]: [Sun May 31 17:51:14 UTC 2026]
[ro.product.build.date.utc]: [1780249874]
[ro.product.build.fingerprint]: [samsung/b0qxxx/b0q:12/SP1A.210812.016/S908EXXSCEYB1:user/release-keys]
[ro.product.build.id]: [BP4A.251205.006]
[ro.product.build.no_bionic_page_size_macro]: [true]
[ro.product.build.tags]: [release-keys]
[ro.product.build.type]: [user]
[ro.product.build.version.incremental]: [1780249874]
[ro.product.build.version.release]: [16]
[ro.product.build.version.release_or_codename]: [16]
[ro.product.build.version.sdk]: [36]
[ro.product.build.version.sdk_full]: [36.1]
[ro.product.cpu.abi]: [arm64-v8a]
[ro.product.cpu.abilist]: [arm64-v8a,armeabi-v7a,armeabi]
[ro.product.cpu.abilist32]: [armeabi-v7a,armeabi]
[ro.product.cpu.abilist64]: [arm64-v8a]
[ro.product.cpu.pagesize.max]: [16384]
[ro.product.device]: [b0q]
[ro.product.first_api_level]: [31]
[ro.product.locale]: [en-US]
[ro.product.manufacturer]: [samsung]
[ro.product.model]: [SM-S908E]
[ro.product.name]: [b0qxxx]
[ro.product.odm.brand]: [samsung]
[ro.product.odm.device]: [b0q]
[ro.product.odm.manufacturer]: [samsung]
[ro.product.odm.model]: [SM-S908E]
[ro.product.odm.name]: [b0qxxx]
[ro.product.page_size]: [4096]
[ro.product.product.brand]: [samsung]
[ro.product.product.device]: [b0q]
[ro.product.product.manufacturer]: [samsung]
[ro.product.product.model]: [SM-S908E]
[ro.product.product.name]: [b0qxxx]
[ro.product.system.brand]: [samsung]
[ro.product.system.device]: [b0q]
[ro.product.system.manufacturer]: [samsung]
[ro.product.system.model]: [SM-S908E]
[ro.product.system.name]: [b0qxxx]
[ro.product.system_ext.brand]: [samsung]
[ro.product.system_ext.device]: [b0q]
[ro.product.system_ext.manufacturer]: [samsung]
[ro.product.system_ext.model]: [SM-S908E]
[ro.product.system_ext.name]: [b0qxxx]
[ro.product.vendor.brand]: [samsung]
[ro.product.vendor.device]: [b0q]
[ro.product.vendor.manufacturer]: [samsung]
[ro.product.vendor.model]: [SM-S908E]
[ro.product.vendor.name]: [b0qxxx]
[ro.product.vendor_dlkm.brand]: [samsung]
[ro.product.vendor_dlkm.device]: [b0q]
[ro.product.vendor_dlkm.manufacturer]: [samsung]
[ro.product.vendor_dlkm.model]: [SM-S908E]
[ro.product.vendor_dlkm.name]: [b0qxxx]
[ro.vendor.build.date]: [Thu Feb  6 13:18:54 KST 2025]
[ro.vendor.build.date.utc]: [1738815534]
[ro.vendor.build.fingerprint]: [samsung/b0qxxx/b0q:12/SP1A.210812.016/S908EXXSCEYB1:user/release-keys]
[ro.vendor.build.id]: [SP1A.210812.016]
[ro.vendor.build.security_patch]: [2025-02-01]
[ro.vendor.build.tags]: [release-keys]
[ro.vendor.build.type]: [user]
[ro.vendor.build.version.incremental]: [S908EXXSCEYB1]
[ro.vendor.build.version.release]: [12]
[ro.vendor.build.version.release_or_codename]: [12]
[ro.vendor.build.version.sdk]: [31]
